[16:07:53] [info] BUBBLE: Creating window Bubble Editor (1600, 900)
[16:07:53] [info] BUBBLE: OpenGL Info:
[16:07:53] [info] BUBBLE:   Vendor: NVIDIA Corporation
[16:07:53] [info] BUBBLE:   Renderer: NVIDIA GeForce RTX 2060/PCIe/SSE2
[16:07:53] [info] BUBBLE:   Version: 4.5.0 NVIDIA 551.86
[16:07:54] [error] BUBBLE: Program/shader state performance warning: Vertex shader in program 4 is being recompiled based on GL state.
[16:07:55] [error] BUBBLE: Program/shader state performance warning: Vertex shader in program 5 is being recompiled based on GL state.
[16:07:55] [error] BUBBLE: Program/shader state performance warning: Vertex shader in program 6 is being recompiled based on GL state.
[16:07:55] [error] BUBBLE: Program/shader state performance warning: Vertex shader in program 6 is being recompiled based on GL state.
[16:07:58] [trace] BUBBLE: Deserializing scene 'Untitled'
[16:07:58] [trace] BUBBLE: Deserialized entity with ID = 5848681991563351995, name = Camera
[16:07:58] [trace] BUBBLE: Deserialized entity with ID = 14631839275510599010, name = A
[16:07:59] [trace] BUBBLE: Deserialized entity with ID = 9868432192625713214, name = B
[16:08:00] [trace] BUBBLE: Deserialized entity with ID = 15354071937906916318, name = C
[16:08:00] [trace] BUBBLE: Deserialized entity with ID = 15040056750909643832, name = D
[16:08:00] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:00] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:00] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:00] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:00] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:00] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:00] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:00] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:01] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:01] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:01] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:01] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:01] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:01] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:01] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:01] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:01] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:01] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:01] [info] BUBBLE: vec3(0.000000, 0.000000, 10.000000)
[16:08:01] [info] BUBBLE: vec3(0.000000, 0.024000, 9.999971)
[16:08:01] [info] BUBBLE: vec3(0.047999, 0.048000, 9.999769)
[16:08:01] [info] BUBBLE: vec3(0.119994, 0.071999, 9.999021)
[16:08:01] [info] BUBBLE: vec3(0.287947, 0.095999, 9.995393)
[16:08:01] [info] BUBBLE: vec3(0.551694, 0.095999, 9.984308)
[16:08:01] [info] BUBBLE: vec3(0.910694, 0.095999, 9.957983)
[16:08:01] [info] BUBBLE: vec3(1.268540, 0.071999, 9.918953)
[16:08:01] [info] BUBBLE: vec3(1.648437, 0.024000, 9.863168)
[16:08:01] [info] BUBBLE: vec3(2.049371, -0.024000, 9.787723)
[16:08:01] [info] BUBBLE: vec3(2.236886, -0.048000, 9.746489)
[16:08:01] [info] BUBBLE: vec3(2.586198, -0.071999, 9.659524)
[16:08:01] [info] BUBBLE: vec3(2.909178, -0.095999, 9.566999)
[16:08:01] [info] BUBBLE: vec3(3.160704, -0.095999, 9.486872)
[16:08:01] [info] BUBBLE: vec3(3.364867, -0.095999, 9.416393)
[16:08:01] [info] BUBBLE: vec3(3.545031, -0.095999, 9.350056)
[16:08:01] [info] BUBBLE: vec3(3.701678, -0.071999, 9.289371)
[16:08:01] [info] BUBBLE: vec3(3.835112, -0.048000, 9.235237)
[16:08:01] [info] BUBBLE: vec3(3.945701, 0.000000, 9.188658)
[16:08:01] [info] BUBBLE: vec3(4.055633, 0.048000, 9.140544)
[16:08:01] [info] BUBBLE: vec3(4.143134, 0.071999, 9.101058)
[16:08:01] [info] BUBBLE: vec3(4.230116, 0.119997, 9.060448)
[16:08:01] [info] BUBBLE: vec3(4.295241, 0.119997, 9.029757)
[16:08:01] [info] BUBBLE: vec3(4.381425, 0.167992, 8.987485)
[16:08:01] [info] BUBBLE: vec3(4.488544, 0.215983, 8.933439)
[16:08:01] [info] BUBBLE: vec3(4.594889, 0.263969, 8.877912)
[16:08:01] [info] BUBBLE: vec3(4.700441, 0.311949, 8.820915)
[16:08:01] [info] BUBBLE: vec3(4.805175, 0.359922, 8.762463)
[16:08:01] [info] BUBBLE: vec3(4.909071, 0.407887, 8.702565)
[16:08:01] [info] BUBBLE: vec3(5.073623, 0.479816, 8.603960)
[16:08:01] [info] BUBBLE: vec3(5.215506, 0.551720, 8.514347)
[16:08:01] [info] BUBBLE: vec3(5.355534, 0.623595, 8.421958)
[16:08:01] [info] BUBBLE: vec3(5.534461, 0.671494, 8.301737)
[16:08:01] [info] BUBBLE: vec3(5.748736, 0.743314, 8.148590)
[16:08:01] [info] BUBBLE: vec3(5.959629, 0.791172, 7.991049)
[16:08:01] [info] BUBBLE: vec3(6.183572, 0.862926, 7.811453)
[16:08:01] [info] BUBBLE: vec3(6.436843, 0.958526, 7.592646)
[16:08:01] [info] BUBBLE: vec3(6.662374, 1.077902, 7.379085)
[16:08:01] [info] BUBBLE: vec3(6.929195, 1.220946, 7.106022)
[16:08:01] [info] BUBBLE: vec3(7.136429, 1.339957, 6.875748)
[16:08:01] [info] BUBBLE: vec3(7.334993, 1.458776, 6.638512)
[16:08:01] [info] BUBBLE: vec3(7.555238, 1.577384, 6.358478)
[16:08:01] [info] BUBBLE: vec3(7.778273, 1.695765, 6.051681)
[16:08:01] [info] BUBBLE: vec3(8.011634, 1.837499, 5.695377)
[16:08:01] [info] BUBBLE: vec3(8.188478, 1.978852, 5.388227)
[16:08:01] [info] BUBBLE: vec3(8.388206, 2.119794, 5.014425)
[16:08:01] [info] BUBBLE: vec3(8.556280, 2.213514, 4.678721)
[16:08:01] [info] BUBBLE: vec3(8.656553, 2.260298, 4.467118)
[16:08:01] [info] BUBBLE: vec3(8.816143, 2.377026, 4.077423)
[16:08:01] [info] BUBBLE: vec3(8.962487, 2.470164, 3.684035)
[16:08:01] [info] BUBBLE: vec3(9.026014, 2.493413, 3.509129)
[16:08:01] [info] BUBBLE: vec3(9.142658, 2.539868, 3.156085)
[16:08:01] [info] BUBBLE: vec3(9.196979, 2.586264, 2.954121)
[16:08:01] [info] BUBBLE: vec3(9.265768, 2.609441, 2.708571)
[16:08:01] [info] BUBBLE: vec3(9.285288, 2.632601, 2.617790)
[16:08:01] [info] BUBBLE: vec3(9.322020, 2.632601, 2.483814)
[16:08:01] [info] BUBBLE: vec3(9.333837, 2.632602, 2.439039)
[16:08:01] [info] BUBBLE: vec3(9.351155, 2.632601, 2.371774)
[16:08:01] [info] BUBBLE: vec3(9.367990, 2.632602, 2.304386)
[16:08:01] [info] BUBBLE: vec3(9.384337, 2.632601, 2.236875)
[16:08:01] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:01] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:01] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:01] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:01] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:01] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:01] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.395802, 2.609441, 2.215790)
[16:08:02] [info] BUBBLE: vec3(9.394967, 2.632601, 2.191805)
[16:08:02] [info] BUBBLE: vec3(9.386656, 2.701993, 2.142410)
[16:08:02] [info] BUBBLE: vec3(9.365989, 2.863355, 2.019766)
[16:08:02] [info] BUBBLE: vec3(9.338472, 3.046777, 1.873528)
[16:08:02] [info] BUBBLE: vec3(9.282567, 3.342412, 1.631631)
[16:08:02] [info] BUBBLE: vec3(9.213118, 3.679469, 1.256975)
[16:08:02] [info] BUBBLE: vec3(9.166230, 3.857310, 1.049464)
[16:08:02] [info] BUBBLE: vec3(9.113326, 4.033730, 0.822385)
[16:08:02] [info] BUBBLE: vec3(8.983313, 4.382043, 0.312710)
[16:08:02] [info] BUBBLE: vec3(8.902449, 4.553809, 0.096114)
[16:08:02] [info] BUBBLE: vec3(8.812826, 4.723896, -0.137526)
[16:08:02] [info] BUBBLE: vec3(8.590812, 5.079472, -0.630007)
[16:08:02] [info] BUBBLE: vec3(8.350812, 5.406419, -1.017138)
[16:08:02] [info] BUBBLE: vec3(8.095207, 5.705702, -1.382964)
[16:08:02] [info] BUBBLE: vec3(7.897721, 5.920498, -1.604269)
[16:08:02] [info] BUBBLE: vec3(7.680199, 6.131168, -1.850226)
[16:08:02] [info] BUBBLE: vec3(7.537777, 6.263015, -1.989111)
[16:08:02] [info] BUBBLE: vec3(7.474650, 6.318982, -2.049403)
[16:08:02] [info] BUBBLE: vec3(7.390872, 6.393095, -2.122110)
[16:08:02] [info] BUBBLE: vec3(7.280279, 6.484907, -2.223402)
[16:08:02] [info] BUBBLE: vec3(7.219338, 6.539546, -2.261741)
[16:08:02] [info] BUBBLE: vec3(7.182343, 6.557684, -2.326105)
[16:08:02] [info] BUBBLE: vec3(7.093929, 6.629857, -2.391896)
[16:08:02] [info] BUBBLE: vec3(7.019486, 6.683586, -2.460991)
[16:08:02] [info] BUBBLE: vec3(6.950101, 6.736969, -2.511841)
[16:08:02] [info] BUBBLE: vec3(6.895282, 6.772363, -2.567134)
[16:08:02] [info] BUBBLE: vec3(6.833576, 6.807603, -2.637954)
[16:08:02] [info] BUBBLE: vec3(6.777489, 6.842684, -2.691343)
[16:08:02] [info] BUBBLE: vec3(6.749239, 6.860166, -2.717700)
[16:08:02] [info] BUBBLE: vec3(6.685669, 6.895012, -2.785798)
[16:08:02] [info] BUBBLE: vec3(6.650189, 6.912374, -2.827379)
[16:08:02] [info] BUBBLE: vec3(6.622740, 6.912374, -2.891089)
[16:08:02] [info] BUBBLE: vec3(6.608787, 6.912374, -2.922844)
[16:08:02] [info] BUBBLE: vec3(6.594682, 6.912374, -2.954532)
[16:08:02] [info] BUBBLE: vec3(6.625575, 6.860166, -3.006641)
[16:08:02] [info] BUBBLE: vec3(6.685389, 6.772363, -3.072567)
[16:08:02] [info] BUBBLE: vec3(6.794003, 6.611871, -3.181934)
[16:08:02] [info] BUBBLE: vec3(6.904234, 6.429932, -3.314745)
[16:08:02] [info] BUBBLE: vec3(7.088524, 6.131168, -3.487349)
[16:08:02] [info] BUBBLE: vec3(7.252087, 5.862321, -3.611156)
[16:08:02] [info] BUBBLE: vec3(7.427356, 5.566933, -3.720701)
[16:08:02] [info] BUBBLE: vec3(7.558484, 5.325410, -3.809106)
[16:08:02] [info] BUBBLE: vec3(7.637308, 5.182470, -3.848830)
[16:08:02] [info] BUBBLE: vec3(7.703158, 5.058784, -3.882017)
[16:08:02] [info] BUBBLE: vec3(7.828150, 4.850322, -3.898002)
[16:08:02] [info] BUBBLE: vec3(7.958922, 4.617792, -3.915555)
[16:08:02] [info] BUBBLE: vec3(8.074994, 4.403604, -3.924632)
[16:08:02] [info] BUBBLE: vec3(8.168463, 4.230420, -3.921701)
[16:08:02] [info] BUBBLE: vec3(8.327406, 4.054881, -3.900569)
[16:08:02] [info] BUBBLE: vec3(8.456967, 3.920763, -3.887970)
[16:08:02] [info] BUBBLE: vec3(8.601825, 3.762492, -3.856398)
[16:08:02] [info] BUBBLE: vec3(8.753935, 3.624421, -3.777008)
[16:08:02] [info] BUBBLE: vec3(8.837796, 3.574732, -3.764138)
[16:08:02] [info] BUBBLE: vec3(8.953695, 3.479364, -3.715182)
[16:08:02] [info] BUBBLE: vec3(9.100635, 3.360243, -3.603924)
[16:08:02] [info] BUBBLE: vec3(9.190888, 3.308162, -3.566087)
[16:08:02] [info] BUBBLE: vec3(9.295536, 3.232744, -3.508547)
[16:08:02] [info] BUBBLE: vec3(9.413548, 3.133667, -3.430370)
[16:08:02] [info] BUBBLE: vec3(9.543585, 3.010573, -3.330459)
[16:08:02] [info] BUBBLE: vec3(9.689988, 2.839929, -3.209548)
[16:08:02] [info] BUBBLE: vec3(9.820124, 2.713903, -3.080901)
[16:08:02] [info] BUBBLE: vec3(9.963722, 2.539986, -2.929662)
[16:08:02] [info] BUBBLE: vec3(10.101380, 2.364287, -2.773979)
[16:08:02] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:02] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:02] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:03] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:03] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:03] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:03] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:03] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:03] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:03] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:03] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:03] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:03] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:03] [info] BUBBLE: vec3(10.233998, 2.210412, -2.590112)
[16:08:03] [info] BUBBLE: vec3(10.615145, 2.288625, -2.682902)
[16:08:03] [info] BUBBLE: vec3(11.027393, 2.373220, -2.783263)
[16:08:03] [info] BUBBLE: vec3(11.027393, 2.373220, -2.783263)
[16:08:03] [info] BUBBLE: vec3(11.474653, 2.465000, -2.892148)
[16:08:03] [info] BUBBLE: vec3(11.961514, 2.564906, -3.010674)
[16:08:03] [info] BUBBLE: vec3(11.961514, 2.564906, -3.010674)
[16:08:03] [info] BUBBLE: vec3(12.493390, 2.674048, -3.140158)
[16:08:03] [info] BUBBLE: vec3(12.493390, 2.674048, -3.140158)
[16:08:03] [info] BUBBLE: vec3(13.076717, 2.793750, -3.282169)
[16:08:03] [info] BUBBLE: vec3(13.719205, 2.925591, -3.438581)
[16:08:03] [info] BUBBLE: vec3(13.719205, 2.925591, -3.438581)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(14.430159, 3.071481, -3.611662)
[16:08:03] [info] BUBBLE: vec3(15.220913, 3.233747, -3.804170)
[16:08:03] [info] BUBBLE: vec3(15.220913, 3.233747, -3.804170)
[16:08:03] [info] BUBBLE: vec3(16.105410, 3.415250, -4.019500)
[16:08:03] [info] BUBBLE: vec3(18.096561, 3.823842, -4.504243)
[16:08:03] [info] BUBBLE: vec3(19.366222, 4.084382, -4.813341)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.828039, 4.384352, -5.169218)
[16:08:03] [info] BUBBLE: vec3(20.734934, 4.424269, -5.299946)
[16:08:03] [info] BUBBLE: vec3(20.537086, 4.662474, -5.659013)
[16:08:03] [info] BUBBLE: vec3(20.392351, 4.800547, -5.876049)
[16:08:03] [info] BUBBLE: vec3(20.168371, 5.086106, -6.222480)
[16:08:03] [info] BUBBLE: vec3(19.987951, 5.271608, -6.476041)
[16:08:03] [info] BUBBLE: vec3(19.616495, 5.750116, -7.024249)
[16:08:03] [info] BUBBLE: vec3(19.138100, 6.321312, -7.677291)
[16:08:03] [info] BUBBLE: vec3(18.695446, 6.837964, -8.173410)
[16:08:03] [info] BUBBLE: vec3(18.278894, 7.253333, -8.616405)
[16:08:03] [info] BUBBLE: vec3(17.838446, 7.616996, -9.092706)
[16:08:03] [info] BUBBLE: vec3(17.601206, 7.788488, -9.293178)
[16:08:03] [info] BUBBLE: vec3(17.243164, 8.099732, -9.585886)
[16:08:03] [info] BUBBLE: vec3(16.876286, 8.407937, -9.866861)
[16:08:03] [info] BUBBLE: vec3(16.542475, 8.666763, -10.106699)
[16:08:03] [info] BUBBLE: vec3(16.328907, 8.784986, -10.252550)
[16:08:03] [info] BUBBLE: vec3(16.004097, 8.994276, -10.489420)
[16:08:03] [info] BUBBLE: vec3(15.649205, 9.201728, -10.756061)
[16:08:03] [info] BUBBLE: vec3(15.332652, 9.361944, -10.988001)
[16:08:04] [info] BUBBLE: vec3(15.075292, 9.430395, -11.201864)
[16:08:04] [info] BUBBLE: vec3(14.912834, 9.453209, -11.314614)
[16:08:04] [info] BUBBLE: vec3(14.749619, 9.475861, -11.426022)
[16:08:04] [info] BUBBLE: vec3(14.377828, 9.543444, -11.774801)
[16:08:04] [info] BUBBLE: vec3(14.062701, 9.520568, -12.107413)
[16:08:04] [info] BUBBLE: vec3(13.740466, 9.497691, -12.433147)
[16:08:04] [info] BUBBLE: vec3(13.351918, 9.474817, -12.819683)
[16:08:04] [info] BUBBLE: vec3(12.970265, 9.406845, -13.211553)
[16:08:04] [info] BUBBLE: vec3(12.547098, 9.248458, -13.690123)
[16:08:04] [info] BUBBLE: vec3(12.073927, 9.089901, -14.187243)
[16:08:04] [info] BUBBLE: vec3(11.650031, 8.931180, -14.608220)
[16:08:04] [info] BUBBLE: vec3(11.225998, 8.726513, -15.033821)
[16:08:04] [info] BUBBLE: vec3(11.010033, 8.613398, -15.211465)
[16:08:04] [info] BUBBLE: vec3(10.755293, 8.500295, -15.415193)
[16:08:04] [info] BUBBLE: vec3(10.569579, 8.387204, -15.558443)
[16:08:04] [info] BUBBLE: vec3(10.394472, 8.227877, -15.716159)
[16:08:04] [info] BUBBLE: vec3(10.278373, 8.114833, -15.799363)
[16:08:04] [info] BUBBLE: vec3(10.186242, 8.048262, -15.837515)
[16:08:04] [info] BUBBLE: vec3(10.068826, 7.935254, -15.919415)
[16:08:04] [info] BUBBLE: vec3(9.987941, 7.822273, -15.972590)
[16:08:04] [info] BUBBLE: vec3(9.932219, 7.756012, -15.981511)
[16:08:04] [info] BUBBLE: vec3(9.888124, 7.643076, -16.006020)
[16:08:04] [info] BUBBLE: vec3(9.843708, 7.530175, -16.030098)
[16:08:04] [info] BUBBLE: vec3(9.957130, 7.229158, -16.029329)
[16:08:04] [info] BUBBLE: vec3(10.035398, 7.069177, -15.980657)
[16:08:04] [info] BUBBLE: vec3(10.623671, 6.624021, -15.655595)
[16:08:04] [info] BUBBLE: vec3(11.574636, 6.080424, -14.998775)
[16:08:04] [info] BUBBLE: vec3(13.213113, 5.339177, -13.553238)
[16:08:04] [info] BUBBLE: vec3(14.806932, 4.641037, -11.694832)
[16:08:04] [info] BUBBLE: vec3(16.319378, 3.790015, -9.377645)
[16:08:04] [info] BUBBLE: vec3(17.682409, 2.883650, -6.277345)
[16:08:04] [info] BUBBLE: vec3(18.452475, 2.131977, -3.475176)
[16:08:04] [info] BUBBLE: vec3(18.713829, 1.679182, -1.784594)
[16:08:04] [info] BUBBLE: vec3(18.831001, 1.225301, -0.074262)
[16:08:04] [info] BUBBLE: vec3(18.810196, 0.770546, 1.541960)
[16:08:04] [info] BUBBLE: vec3(18.712666, 0.365758, 2.751852)
[16:08:04] [info] BUBBLE: vec3(18.575235, 0.011257, 3.754689)
[16:08:04] [info] BUBBLE: vec3(18.418873, -0.343431, 4.601051)
[16:08:04] [info] BUBBLE: vec3(18.249212, -0.596837, 5.341352)
[16:08:04] [info] BUBBLE: vec3(18.093971, -0.748887, 5.928673)
[16:08:04] [info] BUBBLE: vec3(17.875563, -1.002287, 6.656068)
[16:08:04] [info] BUBBLE: vec3(17.715487, -1.154305, 7.136129)
[16:08:04] [info] BUBBLE: vec3(17.525137, -1.356954, 7.659203)
[16:08:04] [info] BUBBLE: vec3(17.305748, -1.458255, 8.225314)
[16:08:04] [info] BUBBLE: vec3(16.963558, -1.711421, 9.014444)
[16:08:04] [info] BUBBLE: vec3(16.569290, -1.913845, 9.834906)
[16:08:04] [info] BUBBLE: vec3(16.157822, -2.169707, 10.701979)
[16:08:04] [info] BUBBLE: vec3(15.792015, -2.324919, 11.422525)
[16:08:04] [info] BUBBLE: vec3(15.538922, -2.429904, 11.917729)
[16:08:04] [info] BUBBLE: vec3(15.196954, -2.434099, 12.537166)
[16:08:04] [info] BUBBLE: vec3(14.747008, -2.438294, 13.268381)
[16:08:04] [info] BUBBLE: vec3(14.335032, -2.391979, 13.904943)
[16:08:04] [info] BUBBLE: vec3(14.006061, -2.193920, 14.417661)
[16:08:04] [info] BUBBLE: vec3(13.691672, -2.045822, 14.879624)
[16:08:04] [info] BUBBLE: vec3(13.532457, -1.947891, 15.143649)
[16:08:04] [info] BUBBLE: vec3(13.232708, -1.799081, 15.554756)
[16:08:04] [info] BUBBLE: vec3(12.959480, -1.599220, 15.923534)
[16:08:04] [info] BUBBLE: vec3(12.819027, -1.500097, 16.140694)
[16:08:04] [info] BUBBLE: vec3(12.749458, -1.350059, 16.286467)
[16:08:04] [info] BUBBLE: vec3(12.602992, -1.300958, 16.499092)
[16:08:04] [info] BUBBLE: vec3(12.382465, -1.049049, 16.781895)
[16:08:04] [info] BUBBLE: vec3(12.117233, -0.796488, 17.092403)
